BGC	Genus	Name	Compound_count	MW	TPSA	LOGP	HACC	HDON	Type	Activities	Structure	Antibacterial	Antifungal	Siderophore	Orf_length
BGC0001842	Pseudomonas	gacamide A	1	1393.84321846	510.34	-0.7379	18	16	NRP	Antibacterial,Surfactant	CCCCCCC[C@@H](O)CC(N[C@H](CC(C)C)C(N[C@H](CC(O)=O)C(N[C@@H](C(N[C@@H]([C@H](C)CC)C(N[C@@H](C(N[C@H](CCC(N)=O)C(N[C@@H](C(N[C@H]1CC(C)C)=O)COC([C@H]([C@H](CC)C)NC([C@@H](CO)NC([C@H](CC(C)C)NC1=O)=O)=O)=O)=O)=O)CC(C)C)=O)=O)CCC(N)=O)=O)=O)=O	0	1	0	0	7
BGC0001921	Streptomyces	MS-271	1	-1	NA	NA	NA	NA	Other	NA	NA	1	0	0	0	14
BGC0001042	Streptomyces	sanglifehrin A	1	1089.66133797	273.39	5.4073	14	9	NRP	NA	CC[C@H]1C[C@H](C)[C@@]2(NC1=O)O[C@@H](C[C@H](O)[C@@H](C)CC\C=C\C=C(/C)[C@@H]1C\C=C\C=C\[C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(C)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC3=CC(O)=CC=C3)C(=O)N3CCC[C@H](N3)C(=O)O1)[C@H](C)[C@H](O)[C@@H]2C	1	0	0	0	44
BGC0000472	Anabaena	anacyclamide A10	1	1052.52909498	392.99	-4.4512	14	13	RiPP	NA	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCC(=O)N)CO)[C@@H](C)O)C(C)C)CO)CC4=CNC5=CC=CC=C54	0	0	0	0	14
BGC0000547	Streptococcus	salivaricin 9	1	-1	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	11
BGC0000772	Brucella	lipopolysaccharide	1	4897.1470024	1888.75	-9.9821	107	62	Saccharide	NA	CCCCCCCCCCCCCCCC1[C@H](OC([C@H]([C@@H]1OC(=O)CC(CCCCCCCCCCC)O)O)CO[C@H]2[C@H](C([C@@H](C(O2)CO[C@@]3(CC([C@H](C(O3)C(CO)O)O[C@H]4[C@@H](C([C@@H](C(O4)C(CO)O)OP(=O)(O)OP(=O)(O)OCCN)O[C@@H]5[C@@H](C([C@@H](C(O5)C(CO[C@@H]6[C@@H](C([C@](CO6)(C(CO)O)O)O)O)O)OP(=O)(O)O)O[C@@H]7C(C([C@@H](C(O7)CO[C@@H]8C(C([C@H](C(O8)CO)O)O)O)O)O[C@@H]9C(C([C@H](C(O9)CO)O)O)O[C@@H]1C(C([C@@H](C(O1)CO)O[C@@H]1C(C([C@H](C(O1)CO)O)OC1[C@@H](C(C([C@@H](O1)C)O[C@@H]1C(C([C@@H](C(O1)CO)O)O[C@@H]1C(C[C@H](C(O1)C)O)O)O[C@@H]1C(C([C@H](C(O1)CO)O)O)O)O)O)O)O)O[C@@H]1[C@H](C([C@@H](C(O1)CO)O)O)NC(=O)C)O)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O)C(=O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)CP(=O)(O)O	0	0	0	0	12
BGC0001294	Streptomyces	7-prenylisatin	1	215.094628656	46.17	2.3301	2	1	Other	NA	CC(C)=CCC1=CC=CC2=C1NC(=O)C2=O	1	0	0	0	5
BGC0000066	Streptomyces	geldanamycin	1	558.294116304	154.25	2.4361	8	3	Polyketide	NA	CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](CC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O	1	0	0	0	23
BGC0000727	Streptomyces	indigoidine	1	-1	NA	NA	NA	NA	Saccharide	NA	NA	1	0	0	0	29
BGC0001671	Agrobacterium	monobactam	1	435.051854504	206.03	-2.2239	10	3	NRP	NA	C[C@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)[NH3+]	0	0	0	0	15
BGC0001154	Catenulispora	cacibiocin B	1	397.970855956	152.86	2.7896	6	5	Other	NA	OC(=O)C1=CC=C(N1)C(=O)NC1=C(O)C2=CC(Cl)=C(O)C(Cl)=C2OC1=O	1	0	0	0	14
BGC0001556	Streptomyces	combamide	1	-1	NA	NA	NA	NA	NRP	NA	NA	1	0	0	0	9
BGC0000102	Micromonospora	mycinamicin II	1	727.414291012	175.21	1.7637	14	3	Polyketide	NA	CC[C@@H]1[C@]([C@@H]2[C@H](O2)/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](/C=C/C(=O)O1)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)C)C)(CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC)O	1	0	0	0	21
BGC0000119	Streptomyces	7-deoxypactamycin	1	542.274049556	174.45	1.78372	9	6	Polyketide	Antibacterial,Antifungal,Cytotoxic	CC[C@]1(NC(=O)N(C)C)[C@@H](N)[C@H](NC2=CC(=CC=C2)C(C)=O)[C@](O)(COC(=O)C2=C(O)C=CC=C2C)[C@]1(C)O	1	1	1	0	53
BGC0000630	Paracoccus	(2R,3S,3'S)-2-hydroxyastaxanthin	1	596.386560144	74.6	8.9054	4	2	Terpene	NA	C\C(\C=C\C=C(/C)\C=C\C1=C(C)C(=O)[C@@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C(=O)[C@@H](O)CC1(C)C	0	0	0	0	6
BGC0000723	Streptomyces	β-D-galactosylvalidoxylamine-A	1	497.21084018	253.02	-6.7527	14	12	Saccharide	NA	OCC1CC(NC2C=C(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O	1	0	0	0	22
BGC0000215	Streptomyces	curamycin	1	1374.43227589	384.88	0.41592	32	6	Polyketide	NA	C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2[C@H](OC3(C[C@H]2O)O[C@@H]4[C@H](O[C@H](C[C@]4(O3)C)O[C@@H]5[C@H]([C@@H](O[C@@H]([C@@H]5OC)C)O[C@@H]6[C@H](O[C@H]([C@H]([C@H]6O)OC)O[C@H]7[C@@H]([C@H]8[C@H](CO7)O[C@@]9(O8)[C@H]1[C@H]([C@@]([C@H](O9)C)(C(=O)C)O)OCO1)OC(=O)C)COC)O)C)C)O)OC(=O)C1=C(C(=C(C(=C1OC)Cl)O)Cl)C	1	0	0	0	7
BGC0000047	Streptomyces	10,11-dihydro-8-deoxy-12,13-deepoxy-12,13-dihydrochalcomycin	1	658.392827296	148.44	3.3327	12	2	Polyketide	NA	C[C@H]1C[C@H](C(=O)CCCC[C@H]([C@H](OC(=O)/C=C/[C@@H]([C@H]1O[C@H]2[C@@H]([C@H](C[C@H](O2)C)OC)O)C)C)O[C@H]3[C@@H]([C@@H]([C@@H]([C@H](O3)C)O)OC)OC)C	1	0	0	0	31
BGC0001085	Streptomyces	teleocidin B1	1	451.319877552	68.36	4.8131	3	3	NRP	NA	CC(C)[C@@H]1N(C)C2=CC3=C(C4=C2C(C[C@@H](CO)NC1=O)=CN4)[C@](C)(CC[C@@]3(C)C(C)C)C=C	1	0	0	0	4
BGC0000905	Heliobacillus	heme D1	1	710.13113066	251.83	-4.15538	13	0	Other	NA	[H+].[H+].[H+].[H+].CC1=C(C2=CC3=NC(=CC4=NC(=C(C4(C)CC(=O)[O-])[O-])C=C5C(C(=O)C(=N5)C=C1[N-]2)(C)CC(=O)[O-])C(=C3/C=C/C(=O)[O-])C)CCC(=O)[O-].[Fe+2]	1	0	0	0	17
BGC0000968	Penicillium	chaetoglobosins	1	556.29372238	111.79	4.7835	5	3	NRP	Cytotoxic	CC[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@@H](/C=C/C[C@@H](/C=C(\[C@H](C(=O)/C=C/C3=O)O)/C)C)[C@H]4[C@@]1(O4)C)[C@@H](C)C5=CNC6=CC=CC=C65	2	0	0	0	7
BGC0000684	Aspergillus	asperthecin	1	318.03756728	155.52	0.4823	8	6	Terpene	NA	OCC1=CC2=C(C(O)=C1O)C(=O)C1=C(C(O)=C(O)C=C1O)C2=O	2	0	0	0	7
BGC0001235	Polyangium	antalid	1	527.245392284	117.62	3.9663	7	3	NRP	NA	CC[C@H](O)C[C@H]1OC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)C2=CSC(=N2)[C@@H](NC(=O)\C(C)=C\[C@H]1C)C(C)C	0	0	0	0	11
BGC0001441	Streptomyces	belactosin A	2	369.189985584	147.82	-0.6145	6	4	Other	Inhibitor	CC[C@H](C)[C@H]1[C@@H](OC1=O)C(=O)N[C@H]1C[C@@H]1C[C@H](NC(=O)[C@H](C)N)C(O)=O	1	0	0	0	24
BGC0001666	Micromonospora	microansamycin	1	-1	NA	NA	NA	NA	Polyketide	NA	NA	1	0	0	0	28
BGC0000176	Bacillus	difficidin	1	544.29537579	93.06	8.0062	4	2	Polyketide	NA	CC1CC=CC=CC=CCCCC(OP(O)(O)=O)C(C)=CC=CCC(CCC(C)=CC=C)OC(=O)CC1=C	1	0	0	0	15
BGC0001016	Anabaena	microcystin	1	994.548767808	343.14	0.6184	11	10	NRP	Hepatotoxin	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	0	0	0	0	13
BGC0000767	Lactobacillus	exopolysaccharide	1	-1	NA	NA	NA	NA	Saccharide	NA	NA	1	0	0	0	23
BGC0001973	Streptomyces	fervenulin	1	-1	NA	NA	NA	NA	Other	NA	NA	1	0	0	0	28
BGC0000947	Vibrio	vibrioferrin	1	434.117274144	239.07	-2.732	8	7	Other	NA	C[C@@H](C(=O)NCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O)N1C(=O)CC[C@]1(C(=O)O)O	0	0	0	0	11
BGC0001679	Aspergillus	N-Acetyltryptophan	1	246.100442308	82.19	1.2997	2	3	NRP	NA	CC(=O)NC(CC1=CNC2=C1C=CC=C2)C(O)=O	2	0	0	0	3
BGC0001155	Planobispora	GE2270	1	1289.25805896	350.18	5.93372	24	7	RiPP	Antibacterial	CC1=C2C(=O)NCC(=O)NC(C3=NC(=CS3)C4=NC(=CS4)C5=C(C=CC(=N5)C6=NC(=CS6)C7=NC(CO7)C(=O)N8CCCC8C(=O)N)C9=NC(=CS9)C(=O)NC(C3=NC(=C(S3)COC)C(=O)NC(C(=N2)S1)CC(=O)NC)C(C)C)C(C1=CC=CC=C1)O	1	1	0	0	21
BGC0001999	Paraburkholderia	gramibactin	1	-1	NA	NA	NA	NA	NRP	NA	NA	0	0	0	0	15
BGC0000950	Streptomyces	napsamycin A	6	852.311239976	293.75	-0.6518	14	10	NRP	Antibacterial	CSCCC(C(NC(C(N/C=C1CC(C(N2C=CC(NC2=O)=O)O/1)O)=O)C(N(C(C3CC4=CC(O)=CC=C4CN3)=O)C)C)=O)NC(NC(C(O)=O)CC5=CC=CC(O)=C5)=O	1	1	0	0	29
BGC0001513	Actinobacteria	anthrabenzoxocinone	1	460.152203108	116.45	4.45842	7	4	Polyketide	NA	CC1=CC(=CC2=C1[C@@H]3C4=C(C[C@@](O3)(O2)C)C=C5C(=C4O)C(=O)C6=C(C=C(C=C6C5(C)C)O)O)O	1	0	0	0	12
BGC0001498	Xenorhabdus	aerobactin	1	564.227887212	271.41	-1.4629	10	8	Other	NA	CC(=O)N(CCCC[C@@H](C(=O)O)NC(=O)CC(CC(=O)N[C@@H](CCCCN(C(=O)C)O)C(=O)O)(C(=O)O)O)O	0	0	0	0	9
BGC0000394	Streptomyces	naphthyridinomycin	1	417.189985584	102.78	-1.5383	9	2	NRP	NA	COC1=C(C)C(=O)C2=C(C(CO)N3C(O)C4CC5C6OCCN6C2C3C5N4C)C1=O	1	0	0	0	28
BGC0001425	Myxococcus	myxochromide A	1	845.468726596	226.41	2.5098	9	5	NRP	NA	CN([C@H]1[C@@H](C)OC(=O)CC[C@H](NC(=O)[C@H](NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC1=O)C)C)C(=O)N)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C	0	0	0	0	22
BGC0000103	Mycobacterium	mycolactone B	1	742.50198382	153.75	7.5409	9	5	Polyketide	NA	C[C@@H](O)C[C@@H](O)[C@H](C)\C=C(/C)C[C@H](C)[C@H]1C\C=C(C)/C[C@H](C)[C@H](CCCC(=O)O1)OC(=O)\C=C\C(\C)=C\C(\C)=C\C=C\C(\C)=C\[C@H](O)[C@@H](O)C[C@H](C)O	1	0	0	0	9
BGC0001473	Micromonospora	Sch 18640	1	1681.48515832	545.34	1.1508	31	18	RiPP	Antibacterial	C[C@H]([C@H](NC1=S)C2=NC([C@@H](N3)[C@](C4=NC(C(N[C@@](C(N/C(C5=N[C@@H](C(N[C@](C(C)(O)[C@@H](C)O)([H])C6=NC1=CS6)=O)CS5)=C\C)=O)([H])[C@@H](C)O)=O)=CS4)(NC([C@H](C)NC(C(NC([C@H](C)NC([C@H]([C@@H](CC)C)N[C@@H]7C=CC8=C(N=C9C=C8[C@@H](O)C)[C@H]7O)=O)=O)=C)=O)=O)CC[C@@H]3C%10=NC(C(NC(C(NC(C(N)=O)=C)=O)=C)=O)=CS%10)=CS2)OC9=O	1	1	0	0	21
BGC0002009	Amycolatopsis	kanglemycin A	3	-1	NA	NA	NA	NA	Polyketide	NA	NA	1	0	0	0	34
BGC0001400	Aspergillus	citreoviridin	1	402.20423868	89.13	3.31802	6	2	Polyketide	NA	C[C@@H]1[C@]([C@H]([C@](O1)(C)/C=C(\C)/C=C/C=C/C=C/C2=C(C(=CC(=O)O2)OC)C)O)(C)O	2	0	0	0	5
BGC0001331	Salinispora	BE-43547A1	7	563.357050908	142.11	3.1857	7	3	NRP	Cytotoxic	O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C	1	0	0	0	15
BGC0001761	Sorangium	ripostatin A	3	494.266838936	93.06	5.8225	5	2	Polyketide	NA	C\C(CC[C@@]1(O)C[C@H]2C[C@@H](C\C(C)=C/C\C=C/C\C(CC(O)=O)=C/C(=O)O2)O1)=C/CC1=CC=CC=C1	0	0	0	0	18
BGC0000564	Clostridium	clostridiolysin S	1	-1	NA	NA	NA	NA	RiPP	Hemolytic	NA	1	0	0	0	9
BGC0001514	Streptomyces	aristeromycin	1	265.11748934	130.31	-1.3164	8	4	Other	NA	NC1=NC=NC2=C1N=CN2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O	1	0	0	0	33
BGC0000240	Salinispora	lomaiviticin A	4	1364.52239744	435.84	0.36296	26	8	Polyketide	Cytotoxic	CC[C@@]1(OC2CC(OC)C(O)C(C)O2)[C@H](OC2CC(O)C(C(C)O2)N(C)C)C2=C(C3=C(C2=[N+]=[N-])C(=O)C2=C(O)C=CC(O)=C2C3=O)C(=O)[C@@H]1[C@H]1C(=O)C2=C([C@@H](O[C@H]3CC(O)[C@@H](C(C)O3)N(C)C)[C@@]1(CC)OC1CC(OC)C(O)C(C)O1)C(=[N+]=[N-])C1=C2C(=O)C2=C(O)C=CC(O)=C2C1=O	1	0	0	0	65
BGC0000242	Streptomyces	lysolipin I	1	597.103788268	157.36	3.8866	11	3	Polyketide	NA	[H][C@]12OCOC3=C1C(=C(O)C1=C3OC3=C(OC)C(Cl)=CC=C3C1=O)C1=C(O)C3=C(C=C1[C@H]2OC)[C@H](O)[C@H](OC)N(C)C3=O	1	0	0	0	46
BGC0000880	Streptomyces	tunicamycin B1	1	830.416081904	311.82	-2.3342	17	11	Other	Antibacterial,Antifungal,Cytotoxic	CCCCCCCCCCCC/C=C/C(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C)C[C@H]([C@@H]3[C@H]([C@H]([C@@H](O3)N4C=CC(=O)NC4=O)O)O)O)O)O	1	1	1	0	14
BGC0000746	Streptococcus	capsular polysaccharide	1	1322.4494708	660.55	-16.7828	38	25	Saccharide	NA	CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)NC(=O)C)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)O[C@H]5[C@H](O[C@H]([C@@H]([C@H]5O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H](O[C@H]([C@@H]([C@H]7O)O)O)CO)CO)O)O)O)CO)CO)O)O	1	0	0	0	7
BGC0000665	Streptomyces	xiamycin	1	363.18344366	73.32	4.3868	2	3	Terpene	NA	[H][C@@]12CCC3=C(C=C4C(NC5=C4C=CC=C5)=C3)[C@@]1(C)CC[C@H](O)[C@@]2(C)C(O)=O	1	0	0	0	15
BGC0000274	uncultured	tetarimycin A	2	364.094688232	111.9	2.96152	6	3	Polyketide	Antibacterial	CC1=CC(O)=CC2=C1C(=O)C1=C(C2=O)C(C)(C)C2=CC(O)=CC(O)=C2C1=O	3	1	0	0	35
BGC0000218	Streptomyces	doxorubicin	1	543.174060748	206.07	0.0013	12	6	Polyketide	NA	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O	1	0	0	0	9
BGC0001273	Aspergillus	asperlactone	1	184.073558864	59.06	0.0063	4	1	Polyketide	NA	C[C@H]1[C@@H](O1)C2=C[C@@H](OC2=O)[C@H](C)O	2	0	0	0	1
BGC0001612	Fischerella	ambiguine H isonitrile	1	372.256549024	20.15	6.89649	0	1	Alkaloid	NA	[H][C@@]12CC[C@@](C)(C=C)[C@@H]([N+]#[C-])[C@@]1([H])C1=C(NC3=CC=CC(=C13)C2(C)C)C(C)(C)C=C	0	0	0	0	32
BGC0001566	Cylindrospermum	cylindrocyclophane	1	584.407689512	121.38	9.2302	6	6	Polyketide	NA	CCCC[C@@H]1CCCC[C@H]([C@@H](C2=CC(=C([C@@H](CCCC[C@H]([C@@H](C3=CC(=C1C(=C3)O)O)O)C)CCCC)C(=C2)O)O)O)C	0	0	0	0	16
BGC0000548	Streptococcus	salivaricin A	1	688.222283096	142.12	4.8316	12	0	RiPP	NA	C[Si]1(O[Si](O[Si](O[Si](O1)(C)CCCOC(=O)C=C)(C)CCCOC(=O)C=C)(C)CCCOC(=O)C=C)CCCOC(=O)C=C	1	0	0	0	8
BGC0000045	Aspergillus	dehydrocurvularin	1	290.115423676	83.83	2.4948	5	2	Polyketide	NA	CC1CCC\C=C\C(=O)C2=C(O)C=C(O)C=C2CC(=O)O1	2	0	0	0	8
BGC0001406	Streptomyces	telomycin	1	1271.54586724	495.77	-4.9842	19	17	NRP	NA	C[C@@H]1[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N2CC[C@@H]([C@H]2C(=O)N/C(=C/C3=CNC4=CC=CC=C43)/C(=O)N[C@H](C(=O)N[C@H](C(=O)N5CC[C@H]([C@H]5C(=O)O1)O)[C@H](C(C)C)O)[C@H](C)C6=CNC7=CC=CC=C76)O)C)[C@H](C)O)NC(=O)[C@H](CO)NC(=O)C[C@@H](C(=O)O)N	1	0	0	0	34
BGC0000953	Streptomyces	amicetin	1	618.301326924	210.73	-0.3767	13	6	Saccharide	Antibacterial	C[C@H]1O[C@H](CC[C@@H]1O[C@H]1O[C@H](C)[C@H]([C@H](O)[C@H]1O)N(C)C)N1C=CC(NC(=O)C2=CC=C(NC(=O)[C@@](C)(N)CO)C=C2)=NC1=O	1	1	0	0	24
BGC0000009	Aspergillus	aflatoxin	1	328.058302724	84.2	1.8605	7	0	Polyketide	NA	COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1	2	0	0	0	25
BGC0001073	Micromonospora	kosinostatin	1	616.205695224	184.21	2.0511	12	5	NRP	NA	C[C@H]1[C@@]([C@@H](C[C@@H](O1)O[C@@H]2C3=C([C@@H]4C[C@]2(OC45C=C6CCN=C6N5)C)C(=C7C(=C3)C(=O)C8=C(C7=O)C=CC=C8O)O)O)(C(=O)C)O	1	0	0	0	61
BGC0001659	Fusarium	mangicol A	1	422.303224444	101.15	2.6374	5	5	Terpene	NA	[H][C@@]12CC[C@H](C)[C@@]11[C@H](O)C[C@H](C)C1=C[C@@]1(C)CC[C@](C)(C[C@H](O)[C@H](O)[C@@](C)(O)CO)[C@@]21[H]	2	0	0	0	6
BGC0001134	Photorhabdus	photopyrone A	8	252.172544628	50.44	3.6667	3	1	Other	Signalling	CCCCCCC1=C(C=C(OC1=O)CC(C)C)O	0	0	0	0	1
BGC0000328	Pseudomonas	coronatine	1	319.17835828	83.47	2.3075	3	2	NRP	NA	CCC1CC1(NC(=O)C1=CC(CC)CC2C1CCC2=O)C(O)=O	0	0	0	0	8
BGC0001305	Fusarium	fujikurin A	4	-1	NA	NA	NA	NA	Polyketide	NA	NA	2	0	0	0	6
BGC0000659	Saccharopolyspora	2-methylisoborneol	1	168.15141526	20.23	2.5836	1	1	Terpene	NA	CC1(C2CCC1(C(C2)(C)O)C)C	1	0	0	0	2
BGC0000310	Bacillus	bacitracin	1	1421.74894122	530.87	-1.6776	19	17	NRP	NA	CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4	1	0	0	0	9
BGC0001349	Streptomyces	heronamide A	6	465.287908728	81.0	3.8518	4	3	NRP	NA	[H][C@]12\C=C/C=C(C)/[C@@]3([H])[C@H](O)[C@H](O)C=C[C@]3([H])\C=C(C)\[C@@]1([H])[C@]1([H])[C@@H](O)C[C@@H](C\C=C\C=C\CCC)N1C2=O	1	0	0	0	24
BGC0000522	Lactococcus	lacticin Z	1	5936.34230846	2258.74	-10.8173	74	77	RiPP	NA	CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](C)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)CCSC)C(C)C)C(C)C)[C@@H](C)CC)C(C)C)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)C(C)C)C(C)C)[C@@H](C)CC)[C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(O)=O	1	0	0	0	10
BGC0001122	Aspergillus	dihydroisoflavipucine	2	239.115758024	71.55	1.18762	4	2	NRP	NA	CC(C)C[C@H](O)[C@@H]1OC2=C(O1)C(=O)NC(C)=C2	2	0	0	0	16
BGC0000006	Aspergillus	aflatoxin	1	328.058302724	84.2	1.8605	7	0	Polyketide	NA	COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1	2	0	0	0	23
BGC0001020	Streptomyces	muraymycin C1	1	945.440339556	432.59	-6.68543	19	16	NRP	NA	CO[C@@H]1[C@H](O)[C@@H](CN)O[C@H]1O[C@@H]([C@H](NCCCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)N[C@@H](C(C)C)C(O)=O)[C@@H]1CCNC(=N)N1)[C@@H](O)C(C)C)C(O)=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O	1	0	0	0	38
BGC0000005	Aspergillus	aflatoxin	1	328.058302724	84.2	1.8605	7	0	Polyketide	NA	COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1	2	0	0	0	1
BGC0001099	Pseudomonas	kalimantacin A	1	548.346151876	156.02	4.8549	6	4	NRP	Antibacterial	CC(C\C=C\C=C/CCC(=C)CC(C)C\C(C)=C\C(O)=O)CC(=O)CC(O)CNC(=O)C(C)C(C)OC(N)=O	0	1	0	0	29
BGC0000357	Penicillium	cyclo-(D-Phe-L-Phe-D-Val-L-Val)	10	493.2806	NA	NA	NA	NA	NRP	Inhibitor	NA	2	0	0	0	1
BGC0000122	Nannocystis	phenylnannolone A	3	278.130679816	30.21	4.7028	2	0	Polyketide	Inhibitor	CC\C(\C=C\C1=CC=CC(=O)O1)=C/C=C/C1=CC=CC=C1	0	0	0	0	9
BGC0000670	Arabidopsis	thalianol	2	426.38616622	20.23	8.7893	1	1	Terpene	NA	C[C@H](CC/C=C(\C)/CCC=C(C)C)[C@]1(CCC2=C1CC[C@@H]3[C@@]2(CC[C@@H](C3(C)C)O)C)C	3	0	0	0	11
BGC0001439	Streptomyces	antibiotic HKI 10311129	5	1113.47807304	312.28	4.0898	22	5	Polyketide	Antibacterial	NC(C(C([C@]12O[C@H]3CC[C@H](O[C@H]4CC[C@H](O)[C@@H](C)O4)[C@@H](C)O3)=O)=C(O)[C@H](O[C@H]5CC[C@H](O[C@H]6CC[C@H](O[C@H]7CC[C@H](O[C@H]8CC[C@H](O)[C@H](C)O8)[C@H](C)O7)[C@H](C)O6)[C@@H](C)O5)C2CC9=CC%10=C(C(C=C(OC)C%10=O)=O)C(O)=C9C1=O)=O	1	1	0	0	33
