BGC	Genus	Name	Type	Functions	Structure	Gram	Antibacterial	Antifungal	Siderophore
BGC0001758	Paraburkholderia	rhizomide A	NRP	unk	unk	0	0	0	0
BGC0001614	Planktothrix	hassallidin E	NRP	unk	unk	0	0	0	0
BGC0001663	Nostoc	merocyclophane C	Polyketide	unk	unk	0	0	0	0
BGC0001646	Burkholderia	lagriamide	Polyketide	unk	unk	0	0	0	0
BGC0001484	Actinomadura	2'-chloropentostatin	Other	unk	C1[C@H](C2=C(NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)Cl)O // C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)N	1	0	0	0
BGC0000626	Bacillus	thuricin	Other	unk	unk	1	0	0	0
BGC0000260	Hahella	prodigiosin	Polyketide	unk	unk	0	0	0	0
BGC0001336	uncultured	erdasporine A	Alkaloid	Cytotoxic	O=C1C2=C(C(C(OC)=O)N1)C3=C(C4=C2C5=CC=CC=C5N4)NC6=CC=CC=C63	3	0	0	0
BGC0000434	Streptomyces	SW-163C	NRP	unk	C[C@H]1C[C@]11N(C)C(=O)[C@@H]2CSSC[C@H](N(C)C(=O)[C@H](C)NC(=O)[C@@H](COC1=O)NC(=O)C1=C(O)C=C3C=CC=CC3=N1)C(=O)N(C)[C@]1(C[C@@H]1C)C(=O)OC[C@@H](NC(=O)C1=C(O)C=C3C=CC=CC3=N1)C(=O)N[C@@H](C)C(=O)N2C	1	0	0	0
BGC0001748	Nostoc	pseudospumigin A	NRP	unk	unk	0	0	0	0
BGC0000894	Monascus	citrinin	Other	unk	unk	2	0	0	0
BGC0001643	Streptomyces	lactomycins A-C	Polyketide	unk	unk	1	0	0	0
BGC0001775	Cordana	sespendole	Terpene	unk	[H][C@]12CC3=C(NC4=CC=C([C@H](O)C5OC5(C)C)C(CC=C(C)C)=C34)[C@]1(C)[C@@]1(C)CCC(=O)C(C)(C)[C@]1(O)CC2	2	0	0	0
BGC0001573	Claviceps	dihydrolysergic acid	Alkaloid	unk	CN1CC(CC2C1CC3=CNC4=CC=CC2=C34)C(=O)O	2	0	0	0
BGC0001384	Streptomyces	saprolmycin E	Polyketide	unk	unk	1	0	0	0
BGC0000616	Bacillus	amylocyclicin	Head-to-tailcyclized peptide	Antibacterial	unk	1	1	0	0
BGC0000068	Streptomyces	geldanamycin	Polyketide	unk	unk	1	0	0	0
BGC0000951	Streptomyces	pacidamycin 1	NRP	unk	O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)NC([C@@H](N)C)=O)=O)C)=O	1	0	0	0
BGC0000925	Pseudomonas	quinolobactin	Other	unk	unk	0	0	0	0
BGC0000996	Streptomyces	frontalamide B	NRP	Antifungal	O=C(NCCC(O)C1C(O)=C(C(/C=C/2)=O)C(N1)=O)/C=C\\C[C@H]([C@]3([H])[C@]4([H])[C@@]5([H])[C@@](C[C@H](C=C)[C@@H]5C)([H])C3)[C@H]2CC4=O	1	0	1	0
BGC0000558	Bacillus	sublancin 168	lantipeptide	unk	unk	1	0	0	0
BGC0001037	Aspergillus	pseurotin	NRP	Inhibitor	unk	2	0	0	0
BGC0000486	Butyrivibrio	butyrivibriocin AR10	Head-To-Tail Cyclized Peptide	unk	unk	1	0	0	0
BGC0001221	Streptomyces	marinophenazine A	Other	Cytotoxic	C/C(=C\\COc1cccc2c1nc1cccc(c1[n+]2[O-])O)/CCC=C(C)C	1	0	0	0
BGC0000806	Glycomyces	phosphonoglycans	Saccharide	unk	unk	1	0	0	0
BGC0001553	Streptomyces	clifednamide	NRP	unk	unk	1	0	0	0
BGC0001021	Mycobacterium	mycobactin	NRP	unk	unk	1	0	0	0
BGC0000465	Xenorhabdus	Xenortide A	NRP	Cytotoxic	unk	0	0	0	0
BGC0000586	Klebsiella	microcin E492	Microcin	unk	unk	0	0	0	0
BGC0000580	Xanthomonas	xanthomonin I	Other	unk	unk	0	0	0	0
BGC0001042	Streptomyces	sanglifehrin A	NRP	unk	unk	1	0	0	0
BGC0000095	Micromonospora	micromonolactam	Polyketide	unk	unk	1	0	0	0
BGC0000472	Anabaena	anacyclamide	Cyanobactin	Unknown	unk	0	0	0	0
BGC0000547	Streptococcus	salivaricin 9	lantipeptide	unk	unk	1	0	0	0
BGC0000772	Brucella	lipopolysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0001294	Streptomyces	7-prenylisatin	Other	unk	unk	1	0	0	0
BGC0000066	Streptomyces	geldanamycin	Polyketide	unk	unk	1	0	0	0
BGC0000727	Streptomyces	auricin deoxysugar moieties	Saccharide	unk	unk	1	0	0	0
BGC0001671	Agrobacterium	monobactam	NRP	unk	C[C@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)[NH3+]	0	0	0	0
BGC0001154	Catenulispora	cacibiocin B	Other	Unknown	OC1=C(Cl)C(OC2=O)=C(C(O[H])=C2N([H])C(C3=C([H])C([H])=C(C(O)=O)N3[H])=O)C([H])=C1Cl	1	0	0	0
BGC0001556	Streptomyces	combamide	NRP	unk	unk	1	0	0	0
BGC0000102	Micromonospora	mycinamicin	Polyketide	unk	unk	1	0	0	0
BGC0000119	Streptomyces	pactamycin	Polyketide	Antibacterial,Antifungal,Cytotoxic	unk	1	1	1	0
BGC0000630	Paracoccus	astaxanthin	Terpene	unk	unk	0	0	0	0
BGC0000723	Streptomyces	validamycin	Saccharide	unk	unk	1	0	0	0
BGC0000215	Streptomyces	curamycin	Polyketide	unk	unk	1	0	0	0
BGC0001208	Pseudomonas	poaeamide A	NRP	Antifungal,Other	CCCCCCC[C@@H](O)CC(N[C@@H](CC(C)C)C(N[C@H](CCC(O)=O)C(N[C@@H](C(N[C@H](CC(C)C)C(N[C@H](C(N[C@H](CO)C(N[C@@H](CC(C)C)C(N[C@H](C(N[C@@H](C(N[C@H](C1=O)[C@H](CC)C)=O)CO)=O)CC(C)C)=O)=O)=O)CC(C)C)=O)=O)[C@H](O1)C)=O)=O)=O	0	0	1	0
BGC0000047	Streptomyces	dihydrochalcomycin	Polyketide	unk	unk	1	0	0	0
BGC0000718	Streptomyces	streptomycin	Saccharide	unk	unk	1	0	0	0
BGC0001085	Streptomyces	teleocidin B	NRP	unk	unk	1	0	0	0
BGC0000905	Heliobacillus	heme D1	Other	unk	unk	1	0	0	0
BGC0000968	Penicillium	chaetoglobosins	NRP	Cytotoxic	CC[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@@H](/C=C/C[C@@H](/C=C(\\[C@H](C(=O)/C=C/C3=O)O)/C)C)[C@H]4[C@@]1(O4)C)[C@@H](C)C5=CNC6=CC=CC=C65	2	0	0	0
BGC0000684	Aspergillus	asperthecin	Terpene	unk	unk	2	0	0	0
BGC0001235	Polyangium	antalid	NRP	unk	unk	0	0	0	0
BGC0001441	Streptomyces	belactosin A	Other	Inhibitor	unk	1	0	0	0
BGC0001666	Micromonospora	microansamycin	Polyketide	unk	unk	1	0	0	0
BGC0000176	Bacillus	difficidin	Other	Unknown	unk	1	0	0	0
BGC0001016	Anabaena	microcystin	NRP	Other	unk	0	0	0	0
BGC0000767	Lactobacillus	exopolysaccharide	Saccharide	unk	unk	1	0	0	0
BGC0000947	Vibrio	vibrioferrin	Other	unk	unk	0	0	0	0
BGC0001679	Aspergillus	N-acetyltryptophan	NRP	unk	CC(=O)NC(CC1=CNC2=C1C=CC=C2)C(O)=O	2	0	0	0
BGC0001155	Planobispora	GE2270	Thiopeptide	Antibacterial	unk	1	1	0	0
BGC0000950	Streptomyces	napsamycin A	NRP	Antibacterial	unk	1	1	0	0
BGC0001513	Actinobacteria	anthrabenzoxocinone	Polyketide	unk	CC1=CC(=CC2=C1[C@@H]3C4=C(C[C@@](O3)(O2)C)C=C5C(=C4O)C(=O)C6=C(C=C(C=C6C5(C)C)O)O)O	1	0	0	0
BGC0001498	Xenorhabdus	aerobactin	Other	unk	CC(=O)N(CCCC[C@@H](C(=O)O)NC(=O)CC(CC(=O)N[C@@H](CCCCN(C(=O)C)O)C(=O)O)(C(=O)O)O)O	0	0	0	0
BGC0000394	Streptomyces	naphthyridinomycin	NRP	unk	unk	1	0	0	0
BGC0001425	Myxococcus	Myxochromide A	NRP	Unknown	CN([C@H]1[C@@H](C)OC(=O)CC[C@H](NC(=O)[C@H](NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC1=O)C)C)C(=O)N)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C	0	0	0	0
BGC0000103	Mycobacterium	mycolactone	Polyketide	unk	unk	1	0	0	0
BGC0001473	Micromonospora	Sch 18640	Thiopeptide	Antibacterial	C[C@H]([C@H](NC1=S)C2=NC([C@@H](N3)[C@](C4=NC(C(N[C@@](C(N/C(C5=N[C@@H](C(N[C@](C(C)(O)[C@@H](C)O)([H])C6=NC1=CS6)=O)CS5)=C\\C)=O)([H])[C@@H](C)O)=O)=CS4)(NC([C@H](C)NC(C(NC([C@H](C)NC([C@H]([C@@H](CC)C)N[C@@H]7C=CC8=C(N=C9C=C8[C@@H](O)C)[C@H]7O)=O)=O)=C)=O)=O)CC[C@@H]3C%10=NC(C(NC(C(NC(C(N)=O)=C)=O)=C)=O)=CS%10)=CS2)OC9=O	1	1	0	0
BGC0001400	Aspergillus	citreoviridin	Polyketide	unk	unk	2	0	0	0
BGC0001331	Salinispora	BE-43547A1	NRP	Cytotoxic	O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C	1	0	0	0
BGC0001761	Sorangium	ripostatin A	Polyketide	unk	C/C/1=C/C/C=C\C/C(=C\C(=O)O[C@@H]2C[C@@H](C1)O[C@](C2)(CC/C(=C/CC3=CC=CC=C3)/C)O)/CC(=O)O	0	0	0	0
BGC0000564	Clostridium	clostridiolysin S	LAP	Other	unk	1	0	0	0
BGC0001514	Streptomyces	aristeromycin	Other	unk	NC1=NC=NC2=C1N=CN2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O	1	0	0	0
BGC0000931	Fusarium	trichothecene	Other	unk	unk	2	0	0	0
BGC0000240	Salinispora	lomaiviticin A	Polyketide	Cytotoxic	unk	1	0	0	0
BGC0000242	Streptomyces	lysolipin	Polyketide	unk	unk	1	0	0	0
BGC0000880	Streptomyces	Tunicamycin B1	Nucleoside	Antibacterial,Antifungal,Cytotoxic	CCCCCCCCCCCC/C=C/C(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C)C[C@H]([C@@H]3[C@H]([C@H]([C@@H](O3)n4ccc(=O)[nH]c4=O)O)O)O)O)O	1	1	1	0
BGC0000746	Streptococcus	capsular polysaccharide	Saccharide	unk	unk	1	0	0	0
BGC0000665	Streptomyces	xiamycin A	Terpene	Other	unk	1	0	0	0
BGC0000274	uncultured	Tetarimycin A	Polyketide	Antibacterial	OC1=CC(O)=C(C(C(C(C(C(C)=CC(O)=C2)=C2C3=O)=O)=C3C4(C)C)=O)C4=C1	3	1	0	0
BGC0000218	Streptomyces	doxorubicin	Polyketide	unk	unk	1	0	0	0
BGC0001273	Aspergillus	asperlactone	Polyketide	unk	unk	2	0	0	0
BGC0001612	Fischerella	hapalindole	Alkaloid	unk	[H][C@@]12CC[C@@](C)(C=C)[C@@H]([N+]#[C-])[C@@]1([H])C1=C(NC3=CC=CC(=C13)C2(C)C)C(C)(C)C=C	0	0	0	0
BGC0001566	Cylindrospermum	cylindrocyclophane	Polyketide	unk	CCCC[C@@H]1CCCC[C@H]([C@@H](C2=CC(=C([C@@H](CCCC[C@H]([C@@H](C3=CC(=C1C(=C3)O)O)O)C)CCCC)C(=C2)O)O)O)C	0	0	0	0
BGC0000548	Streptococcus	salivaricin A	lantipeptide	unk	unk	1	0	0	0
BGC0000045	Aspergillus	dehydrocurvularin	Polyketide	unk	unk	2	0	0	0
BGC0001406	Streptomyces	telomycin	NRP	unk	unk	1	0	0	0
BGC0000953	Streptomyces	amicetin	Saccharide	Antibacterial	unk	1	1	0	0
BGC0000009	Aspergillus	aflatoxin	Polyketide	unk	unk	2	0	0	0
BGC0001073	Micromonospora	kosinostatin	NRP	unk	unk	1	0	0	0
BGC0001659	Fusarium	mangicol	Terpene	unk	[H][C@@]12CC[C@H](C)[C@@]11[C@H](O)C[C@H](C)C1=C[C@@]1(C)CC[C@](C)(C[C@H](O)[C@H](O)[C@@](C)(O)CO)[C@@]21[H]	2	0	0	0
BGC0001134	Photorhabdus	Photopyrone A	Other	Signalling	unk	0	0	0	0
BGC0000328	Pseudomonas	coronatine	NRP	unk	unk	0	0	0	0
BGC0001305	Fusarium	fujikurins	Polyketide	unk	unk	2	0	0	0
BGC0000659	Saccharopolyspora	2-methylisoborneol	Terpene	unk	unk	1	0	0	0
BGC0000310	Bacillus	bacitracin	NRP	unk	unk	1	0	0	0
BGC0001351	Streptomyces	cahuitamycin A	NRP	unk	[H]C(=O)N(O)CCC[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H]1COC(=N1)C1=CC=CC=C1O)C(=O)N1NCCC[C@@H]1C(=O)NCCC(O)=O	1	0	0	0
BGC0001349	Streptomyces	heronamide A	NRP	unk	unk	1	0	0	0
BGC0000522	Lactococcus	lacticin Z	lantipeptide	unk	unk	1	0	0	0
BGC0001122	Aspergillus	dihydroisoflavipucine	NRP	Unknown	OC(CC(C)C)C(O1)OC2=C1C=C(C)NC2=O	2	0	0	0
BGC0000006	Aspergillus	aflatoxin	Polyketide	unk	unk	2	0	0	0
BGC0001020	Streptomyces	muraymycin	NRP	unk	unk	1	0	0	0
BGC0000005	Aspergillus	aflatoxin	Polyketide	unk	unk	2	0	0	0
BGC0001099	Pseudomonas	Kalimantacin A	NRP	Antibacterial	unk	0	1	0	0
BGC0000338	Aspergillus	Echinocandin B	NRP	Antifungal	unk	2	0	1	0
BGC0000357	Penicillium	cyclo-(D-Phe-L-Phe-D-Val-L-Val)	NRP	Inhibitor	unk	2	0	0	0
BGC0000122	Nannocystis	phenylnannolone A	Polyketide	Inhibitor	unk	0	0	0	0
BGC0001798	Streptomyces	tetrapetalone A	Polyketide	unk	[H][C@]1(O[C@H]2CC[C@@H](O)[C@@H](C)O2)[C@@H](C)[C@@]2([H])C(C)=CC3(CC)OC4=CC(=O)C=C1C24NC(=O)\C(C)=C3\O	1	0	0	0
BGC0000670	Arabidopsis	Thalianol	Terpene	Unknown	unk	3	0	0	0
BGC0001439	Streptomyces	antibiotic HKI 10311129 	Polyketide	Antibacterial	NC(C(C([C@]12O[C@H]3CC[C@H](O[C@H]4CC[C@H](O)[C@@H](C)O4)[C@@H](C)O3)=O)=C(O)[C@H](O[C@H]5CC[C@H](O[C@H]6CC[C@H](O[C@H]7CC[C@H](O[C@H]8CC[C@H](O)[C@H](C)O8)[C@H](C)O7)[C@H](C)O6)[C@@H](C)O5)C2CC9=CC%10=C(C(C=C(OC)C%10=O)=O)C(O)=C9C1=O)=O	1	1	0	0
BGC0001159	Streptomyces	marinopyrrole A	NRP	Antibacterial	O=C(C1=CC=CC=C1O)C2=CC(Cl)=C(Cl)N2C3=C(C(C4=CC=CC=C4O)=O)NC(Cl)=C3Cl	1	1	0	0
BGC0001142	Penicillium	tryptoquialanine	NRP	unk	unk	2	0	0	0
BGC0001114	Burkholderia	Thailanstatin A	NRP	Cytotoxic,Inhibitor	unk	0	0	0	0
BGC0001652	Streptomyces	limazepine C	NRP	unk	[H][C@@]12CC(CC)=CN1C(=O)C1=CC=C(OC)C(O)=C1N=C2	1	0	0	0
BGC0000957	Streptomyces	ansatrienin (mycotrienin)	NRP	unk	unk	1	0	0	0
BGC0001359	Streptomyces	PM100117	Polyketide	unk	CCC(OC1CC(C)(O)C(OC2OC(C)C(CC2O)OC(=O)C(C)C(OC2CCC(O)C(C)O2)C2=CC3=C(C=C2)C(=O)C(C)=CC3=O)C(C)O1)C(C)C(O)C(C)C(O)C(C)C1OC(=O)\C=C\CC(O)CC(O)CCCC(O)CCC(C)C(O)C(=O)C2(O)CC(O)CC(CC(O)CC(O)CC(O)CCCC(O)CCC1C)O2	1	0	0	0
BGC0001063	Streptomyces	undecylprodigiosin	NRP	unk	unk	1	0	0	0
BGC0000369	Anabaena	Hassallidin C	NRP	Antifungal	unk	0	0	1	0
BGC0000343	Pseudomonas	enterobactin	NRP	unk	unk	0	0	0	0
BGC0000115	Streptomyces	nystatin A1	Polyketide	Antifungal	unk	1	0	1	0
BGC0001723	Streptomyces	oviedomycin	Polyketide	unk	CC1=C(O)C(=O)C2=C(C=C(O)C3=C2C(=O)C2=CC=CC(O)=C2C3=O)C1=O	1	0	0	0
BGC0000722	Streptomyces	validamycin A	Other	Antifungal	O[C@H]1[C@H](O)[C@@H](O)[C@@H](N[C@H]2C[C@H](CO)[C@@H](O[C@H](OC(CO)[C@@H](O)[C@H]3O)[C@H]3O)[C@H](O)[C@H]2O)C=C1CO.C	1	0	1	0
BGC0000860	Methylarcula	ectoine	Other	unk	unk	0	0	0	0
BGC0001202	uncultured	landepoxcin	NRP	unk	unk	3	0	0	0
BGC0000476	uncultured	Patellamide B	Cyanobactin	Unknown	CC[C@H](C)[C@H]1C2=N[C@@H]([C@H](O2)C)C(=O)N[C@@H](C3=NC(=CS3)C(=O)N[C@H](C4=N[C@@H]([C@H](O4)C)C(=O)N[C@@H](C5=NC(=CS5)C(=O)N1)C)CC(C)C)CC6=CC=CC=C6	3	0	0	0
BGC0000052	Streptomyces	ECO-02301	Polyketide	unk	unk	1	0	0	0
BGC0000148	Saccharopolyspora	spinosad	Polyketide	unk	unk	1	0	0	0
BGC0000332	Microcystis	cyanopeptolin	NRP	unk	unk	0	0	0	0
BGC0000988	Sorangium	epothilone	NRP	unk	unk	0	0	0	0
BGC0001669	Microbacterium	microvionin	RiPP	unk	unk	1	0	0	0
BGC0000734	Pasteurella	capsular polysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0001007	Salinispora	lymphostin	Polyketide	Inhibitor	NC1=C(N=C2)C(C2=CC(C(/C=C/OC)=O)=N3)=C3C(NC(C)=O)=C1	1	0	0	0
BGC0001783	Streptomyces	streptonigrin	Other	unk	COC1=CC=C(C(O)=C1OC)C1=C(N)C(=NC(C(O)=O)=C1C)C1=NC2=C(C=C1)C(=O)C(OC)=C(N)C2=O	1	0	0	0
BGC0001393	Staphylococcus	lugdunin	NRP	unk	unk	1	0	0	0
BGC0001082	Penicillium	paxilline	Terpene	Inhibitor	unk	2	0	0	0
BGC0000058	Streptomyces	FD-891	Polyketide	unk	unk	1	0	0	0
BGC0000821	Lechevalieria	rebeccamycin	Other	Cytotoxic	CO[C@@H]1[C@H](O[C@H]([C@@H]([C@H]1O)O)n2c3c(cccc3Cl)c4c2c5c(c6cccc(c6[nH]5)Cl)c7c4C(=O)NC7=O)CO	1	0	0	0
BGC0000245	Streptomyces	medermycin	Polyketide	unk	unk	1	0	0	0
BGC0001173	Bacillus	plantazolicin	LAP	Antibacterial	unk	1	1	0	0
BGC0000978	Cylindrospermopsis	cylindrospermopsin	NRP	Cytotoxic,Other	unk	0	0	0	0
BGC0001497	Streptomyces	actinonin	Polyketide	unk	CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1CO	1	0	0	0
BGC0001319	Solanum	alpha-tomatine	Terpene	unk	unk	3	0	0	0
BGC0000893	Streptomyces	chloramphenicol	NRP	Antibacterial	C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]	1	1	0	0
BGC0001487	Streptomyces	3,7-dihydroxytropolone	Other	unk	C1=CC(=O)C(=C(C(=C1)O)O)O	1	0	0	0
BGC0001415	Serratia	althiomycin	NRP	unk	unk	0	0	0	0
BGC0001018	Microcystis	micropeptin K139	NRP	unk	unk	0	0	0	0
BGC0001278	Fusarium	nivalenol	Terpene	unk	unk	2	0	0	0
BGC0001417	Cystobacterineae	Myxochromide D	NRP	Unknown	C1(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/CC)C(=O)N[C@@H]1C	0	0	0	0
BGC0001058	Streptomyces	zorbamycin	NRP	Cytotoxic	unk	1	0	0	0
BGC0000100	Streptomyces	monensin	Polyketide	unk	unk	1	0	0	0
BGC0000691	Actinoplanes	acarbose	Saccharide	unk	unk	1	0	0	0
BGC0001756	Arabidopsis	retigeranin	Terpene	unk	unk	3	0	0	0
BGC0000763	Pantoea	stewartan	Saccharide	unk	unk	0	0	0	0
BGC0001710	Pseudomonas	obafluorin	NRP	unk	OC1=C(O)C(=CC=C1)C(=O)N[C@H]1[C@@H](CC2=CC=C(C=C2)N(=O)=O)OC1=O	0	0	0	0
BGC0001791	Gynuella	sunshinamide	NRP	unk	unk	0	0	0	0
BGC0001053	Angiococcus	tubulysin	NRP	unk	unk	0	0	0	0
BGC0000961	Burkholderia	bactobolin	NRP	unk	unk	0	0	0	0
BGC0000682	Aspergillus	terretonin	Terpene	unk	unk	2	0	0	0
BGC0000379	Streptomyces	laspartomycin	NRP	unk	unk	1	0	0	0
BGC0000368	Streptomyces	griseobactin	NRP	unk	unk	1	0	0	0
BGC0000876	Streptomyces	nikkomycin	Other	unk	unk	1	0	0	0
BGC0001254	Alternaria	ACT-Toxin II	Polyketide	unk	unk	2	0	0	0
BGC0000425	Pseudomonas	sessilin A	NRP	Antifungal,Surfactant	O=C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CCO)C(N[C@H](CCN)C(N[C@@H](CCCCN)C(O)=O)=O)=O)=O)[C@@H]([C@H](O)C)NC(/C(NC([C@@H](C(C)C)NC([C@H](CC(C)C)NC([C@@H](CCC(N)=O)NC([C@H](C(C)C)NC([C@@H](C(C)C)NC([C@@H](CC(C)C)NC([C@@H](CCC(N)=O)NC([C@@H](C(C)C)NC([C@@H](CC(C)C)NC([C@@H](CO)NC([C@]1(C(CC(O)CCCCC)=O)N(C(/C(N)=C/C)=O)CCC1)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=C\\C)=O	0	0	1	0
BGC0000544	Planomonospora	planosporicin	Lantipeptide	Antibacterial	O=C(N[C@H](C(NC(C(N[C@H]1CC2=CNC3=C2C=CC=C3)=O)=C)=O)C(C)C)[C@H](NC(/C(NC(C(N)C(C)CC)=O)=C/C)=O)CSC[C@@H](C(N[C@@H](C(N4[C@H](C(NCC(N5)=O)=O)CCC4)=O)[C@H](C)SC[C@H]5C(N[C@H]([C@H](O)C)C(N[C@@H](C(NC(CCC(O)=O)C(NCC(NCC(NCC(N6)=O)=O)=O)=O)=O)CSC[C@@H](C(N[C@@H](CSC7)C(N[C@@H]8CC9=CNC=N9)=O)=O)NC(CNC([C@H]6CSC[C@@H](C(N[C@@H]7C(O)=O)=O)NC8=O)=O)=O)=O)=O)=O)NC1=O	1	1	0	0
BGC0000358	Paenibacillus	fusaricidin	NRP	unk	unk	1	0	0	0
BGC0000026	Streptomyces	Avilamycin A 	Saccharide	Antibacterial	unk	1	1	0	0
BGC0000019	Streptomyces	angolamycin	Polyketide	unk	unk	1	0	0	0
BGC0001544	Aspergillus	chlorflavonin	NRP	unk	COC1=C(C2=C(C(=C1)O)C(=O)C(=C(O2)C3=C(C(=CC=C3)Cl)O)OC)OC	2	0	0	0
BGC0000241	Salinispora	Lomaiviticin A	Polyketide	Antibacterial,Cytotoxic	unk	1	1	0	0
BGC0001540	Streptomyces	CC-1065	Other	unk	CC1=CNC2=C1[C@@]34C[C@@H]3CN(C4=CC2=O)C(=O)C5=CC6=C7CCN(C7=C(C(=C6N5)OC)O)C(=O)C8=CC9=C1CCN(C1=C(C(=C9N8)OC)O)C(=O)N	1	0	0	0
BGC0000921	Pseudomonas	Promysalin	Other	Antibacterial	O=C(OC(CCCCCC(O)C(N)=O)CCCCCC)C(CC=C1)N1C(C2=C(O)C=CC=C2)=O	0	1	0	0
BGC0001276	Aspergillus	6-methylsalicyclic acid	Polyketide	unk	unk	2	0	0	0
BGC0000755	Avibacterium	capsular polysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0000954	Chondromyces	Ajudazol	NRP	Antifungal	C1(C[C@H](C)[C@@H]2OC(=O)C3=C(O)C(C)=CC=C3[C@H]2O)N=C(C(C/C=C\C=C/CC/C=C/CN(C)C(/C=C(\C)/OC)=O)=C)OC=1	0	0	1	0
BGC0001345	Stigmatella	myxochelin A	NRP	unk	unk	0	0	0	0
BGC0000736	Mannheimia	capsular polysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0000787	Escherichia	O-antigen	Saccharide	unk	unk	0	0	0	0
BGC0001635	Nonomuraea	kistamicin A	NRP	unk	NC(CC1=CC=C(O)C=C1)C(=O)NC1CC2=CNC3=C2C=CC(=C3)C2=CC3=CC(OC4=CC=C(CC5NC(=O)C(NC(=O)C3NC(=O)C(NC1=O)C1=CC(O)=CC(O)=C1)C1=CC=C(OC3=C(O)C=CC(=C3)C(NC5=O)C(O)=O)C(Cl)=C1)C=C4)=C2O	1	0	0	0
BGC0001532	Brevibacillus	bogorol	NRP	unk	[H][C@](NC(=O)[C@@H](CCCN)NC(=O)C(CC(C)C)NC(=O)C(\NC(=O)[C@@H](O)[C@@H](C)CC)=C/C)([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)NC(CCCCN)C(=O)N[C@@H](C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)N[C@H](CC1=CC=C(O)C=C1)C(=O)NC(CC(C)C)C(=O)N[C@H](CO)C(C)C	1	0	0	0
BGC0000381	Bacillus	lichenysin	NRP	unk	unk	1	0	0	0
BGC0001785	Streptomyces	streptovaricin	Polyketide	unk	C[C@@H]1/C=C\C=C(\C(=O)NC2=C(C(=C3C(=C(C(=C4C3=C(/C(=C/[C@@]([C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@@H]1O)C)O)C(=O)OC)O)C)O)(C)O)/C)OCO4)C)O)C2=O)OC(=O)C)C)/C	1	0	0	0
BGC0001730	Actinoallomurus	paramagnetoquinone 1	Polyketide	unk	unk	1	0	0	0
BGC0000633	Streptomyces	carotenoid	Terpene	unk	unk	1	0	0	0
BGC0001180	Photorhabdus	isopropylstilbene	Other	Antibacterial,Signalling,Other	unk	0	1	0	0
BGC0001477	Streptomyces	lydicamycin	NRP	Antibacterial	unk	1	1	0	0
BGC0001564	Cuspidothrix	cusperin	NRP	unk	unk	0	0	0	0
BGC0000667	Penicillium	PR toxin	Terpene	unk	unk	2	0	0	0
BGC0001436	Paecilomyces	cornexistin	Polyketide	Other	O=C(OC1=O)C2=C1[C@@H](CCC)[C@H](O)C(C[C@H](O)/C(C2)=C\\C)=O	2	0	0	0
BGC0000505	Enterococcus	enterocin W alpha	lantipeptide	unk	unk	1	0	0	0
BGC0000347	Streptococcus	equibactin	NRP	unk	unk	1	0	0	0
BGC0000221	uncultured	erdacin	Polyketide	unk	unk	3	0	0	0
BGC0001534	Streptomyces	branched-chain fatty acids	Other	unk	unk	1	0	0	0
